"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2002","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","50.84","","","","2"
"2003","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","51.29","","","","2"
"2004","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","56.30","","","","2"
"2005","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","51.34","","","","2"
"2006","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","54.69","","","","2"
"2007","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","60.24","","","","2"
"2008","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","58.55","","","","2"
"2009","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","53.61","","","","2"
"2010","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","43.65","","","","2"
"2011","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","49.42","","","","2"
"2012","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","45.37","","","","2"
"2013","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","52.55","","","","2"
"2014","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","59.51","","","","2"
"2015","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","60.90","","","","2"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","47.15","","","","2"
"2017","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","56.81","","","","2"
"2018","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","69.76","","","","2"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","63.89","","","","2"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","74.62","","","","2"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","77.44","","","","2"
"2022","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","86.24","","","","2"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","86.20","","","","2"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Violent crime severity index","Index","160","units","0","v44312535","13.3","90.87","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","114.58","","","","2"
"1999","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","98.56","","","","2"
"2000","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","89.12","","","","2"
"2001","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","78.27","","","","2"
"2002","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","85.13","","","","2"
"2003","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","86.11","","","","2"
"2004","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","77.92","","","","2"
"2005","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","80.68","","","","2"
"2006","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","81.30","","","","2"
"2007","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","71.36","","","","2"
"2008","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","84.49","","","","2"
"2009","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","88.54","","","","2"
"2010","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","78.20","","","","2"
"2011","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","76.91","","","","2"
"2012","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","71.92","","","","2"
"2013","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","63.38","","","","2"
"2014","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","59.47","","","","2"
"2015","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","55.70","","","","2"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","49.10","","","","2"
"2017","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","52.33","","","","2"
"2018","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","49.55","","","","2"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","47.57","","","","2"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","38.71","","","","2"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","41.21","","","","2"
"2022","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","44.44","","","","2"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","51.02","","","","2"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Non-violent crime severity index","Index","160","units","0","v44312537","13.5","49.86","","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"1999","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2000","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2001","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2002","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2003","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2004","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2005","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2006","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","0.00","","","","2"
"2007","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","0.00","","","","2"
"2008","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","0.00","","","","2"
"2009","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","0.00","","","","2"
"2010","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","0.00","","","","2"
"2011","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2012","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2013","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2014","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2015","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2017","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2018","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2022","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Youth crime severity index","Index","160","units","0","v53079492","13.7","","..","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"1999","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2000","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2001","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2002","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2003","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2004","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2005","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2006","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","0.00","","","","2"
"2007","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","0.00","","","","2"
"2008","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","0.00","","","","2"
"2009","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","0.00","","","","2"
"2010","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","0.00","","","","2"
"2011","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2012","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2013","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2014","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2015","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2017","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2018","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2022","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Youth violent crime severity index","Index","160","units","0","v53079493","13.9","","..","","","2"
"1998","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"1999","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2000","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2001","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2002","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2003","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2004","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2005","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2006","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","0.00","","","","2"
"2007","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","0.00","","","","2"
"2008","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","0.00","","","","2"
"2009","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","0.00","","","","2"
"2010","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","0.00","","","","2"
"2011","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2012","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2013","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2014","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2015","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2017","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2018","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2019","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2020","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2021","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2022","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2023","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2024","Trois-Rivières, Quebec [24442]","2021A003524442","Youth non-violent crime severity index","Index","160","units","0","v53079485","13.11","","..","","","2"
"2016","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","","..","","","2"
"2017","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","","..","","","2"
"2018","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","","..","","","2"
"2019","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","","..","","","2"
"2020","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","","..","","","2"
"2021","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","59.90","","","","2"
"2022","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","65.84","","","","2"
"2023","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","74.61","","","","2"
"2024","Drummondville, Quebec [24447]","2021A003524447","Crime severity index","Index","160","units","0","v1593151874","52.1","69.00","","","","2"
"2016","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","","..","","","2"
"2017","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","","..","","","2"
"2018","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","","..","","","2"
"2019","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","","..","","","2"
"2020","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","","..","","","2"
"2021","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","90.50","","","","2"
"2022","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","105.33","","","","2"
"2023","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","117.39","","","","2"
"2024","Drummondville, Quebec [24447]","2021A003524447","Violent crime severity index","Index","160","units","0","v1593151885","52.3","126.29","","","","2"
"2016","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","","..","","","2"
"2017","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","","..","","","2"
"2018","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","","..","","","2"
"2019","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","","..","","","2"
"2020","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","","..","","","2"
"2021","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","48.18","","","","2"
"2022","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","50.61","","","","2"
"2023","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","58.15","","","","2"
"2024","Drummondville, Quebec [24447]","2021A003524447","Non-violent crime severity index","Index","160","units","0","v1593151887","52.5","46.68","","","","2"
"2016","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2017","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2018","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2019","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2020","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2021","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2022","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2023","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2024","Drummondville, Quebec [24447]","2021A003524447","Youth crime severity index","Index","160","units","0","v1593151889","52.7","","..","","","2"
"2016","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2017","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2018","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2019","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2020","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2021","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2022","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2023","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2024","Drummondville, Quebec [24447]","2021A003524447","Youth violent crime severity index","Index","160","units","0","v1593151891","52.9","","..","","","2"
"2016","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2017","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2018","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2019","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2020","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2021","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2022","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2023","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"2024","Drummondville, Quebec [24447]","2021A003524447","Youth non-violent crime severity index","Index","160","units","0","v1593151876","52.11","","..","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","139.00","","","","2"
"1999","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","128.76","","","","2"
"2000","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","123.33","","","","2"
"2001","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","113.53","","","","2"
"2002","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","108.63","","","","2"
"2003","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","106.97","","","","2"
"2004","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","102.83","","","","2"
"2005","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","103.45","","","","2"
"2006","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","103.59","","","","2"
"2007","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","94.62","","","","2"
"2008","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","91.34","","","","2"
"2009","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","89.45","","","","2"
"2010","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","82.97","","","","2"
"2011","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","79.85","","","","2"
"2012","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","75.10","","","","2"
"2013","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","66.62","","","","2"
"2014","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","60.87","","","","2"
"2015","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","61.47","","","","2"
"2016","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","58.68","","","","2"
"2017","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","59.11","","","","2"
"2018","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","58.31","","","","2"
"2019","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","57.86","","","","2"
"2020","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","53.01","","","","2"
"2021","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","59.34","","","","2"
"2022","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","61.85","","","","2"
"2023","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","63.83","","","","2"
"2024","Montréal, Quebec [24462]","2021A003524462","Crime severity index","Index","160","units","0","v44312539","14.1","61.67","","","","2"
"1998","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","133.93","","","","2"
"1999","Montréal, Quebec [24462]","2021A003524462","Violent crime severity index","Index","160","units","0","v44312541","14.3","139.40","","","","2"
